GENE	Rhtseq	Ihtseq	Rcuff	Icuff	Rmlwl	Imlwl	Rgy	Igy	Ryn	Iyn	Rmyn	Imyn	Rma	Ima
LOC101750591-1	2	2			NA	0	NA	0.001	NA	-0	NA	-0	NA	0.001
LOC101750592-1	0	0	0.0153635	0	NA	-nan	0.001	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750593-1	1	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750594-1	0	0	0.217693	0	NA	-nan	0.001	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750595-1	1	2	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750596-1	51	55	0.0769125	0.0519013	1.80741	NA	1.79763	NA	1.46149	NA	1.46311	NA	1.77556	NA
LOC101750597-1	0	1	0.00974053	0.00785812	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750598-1	5	5	0.0259734	0.0134383	1.25632	0	50	0.001	NA	-0	NA	-0	50	0.001
LOC101750599-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750600-1	27	20			0.79889	0.814428	0.848479	0.957505	0.831298	0.989979	0.743882	0.969035	0.819743	0.898736
LOC101750601-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750602-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750603-1	2	0	0.179315	0.303021	NA	NA	50	NA	NA	NA	NA	NA	50	NA
LOC101750605-1	0	0		0	NA	-nan	0.001	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750606-1	3	4	0.344058	0.321507	0.301394	0.197133	0.385126	0.180566	0.422196	0.165113	0.490949	0.150382	0.396902	0.180119
LOC101750607-1	0	0	0.0704881	0.0033759	0.953042	-nan	1.38821	-nan	1.47954	-nan	1.39561	-nan	1.3256	-nan
LOC101750608-1	5	8			0.753494	1.06961	0.744415	1.03273	0.691886	0.955465	0.673173	0.888895	0.741052	1.02199
LOC101750609-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750610-1	0	0	0	0.0744901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101750611-1	56	39	1.71328	1.12019	1.19042	0.996629	1.90084	1.17023	1.77844	1.06544	1.32891	0.938235	1.57717	1.13264
LOC101750612-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750613-1	0	0	0.03448	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750614-1	1	0	0	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750615-1	1	0	0	0.00762812	NA	NA	50	NA	NA	NA	NA	NA	49.9742	NA
LOC101750616-1	126	61	0.857295	0.470035	0.902893	1.46691	1.88836	1.78621	1.33022	1.64403	1.32792	1.64583	1.68685	1.70683
LOC101750617-1	0	0	0.201802	0	NA	NA	NA	50	NA	NA	NA	NA	NA	50
LOC101750618-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750619-1	0	0	0.250635	0.0623075	1.03538	0	0.893218	0.001	0.837197	-0	0.799474	-0	0.887278	0.001
LOC101750620-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750621-1	0	0	0.158448	0.151779	NA	0.878228	50	0.925954	NA	0.939564	NA	0.879493	48.9389	0.83457
LOC101750622-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750623-1	2	0			NA	NA	50	50	NA	NA	NA	NA	47.2679	50
LOC101750624-1	631	463	0	0	0	0.147791	0.001	0.150053	-0	0.135821	-0	0.135716	0.001	0.141708
LOC101750625-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750626-1	0	0	0	0	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA
LOC101750627-1	1	0	0.00720973	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750628-1	0	0			NA	NA	50	50	NA	NA	NA	NA	50	48.358
LOC101750629-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750630-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750631-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750632-1	0	0	1.79777	3.47596	NA	NA	0.114518	NA	NA	NA	NA	NA	NA	NA
LOC101750633-1	0	0	0.0058958	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750634-1	0	1	0.804745	0	NA	0.295915	NA	0.546176	NA	0.423784	NA	0.42204	NA	0.511868
LOC101750635-1	11	7	40.2902	35.4313	1.6445	1.65992	1.62019	1.63388	1.6048	1.61961	1.57484	1.58626	1.54906	1.54439
LOC101750636-1	0	0			NA	NA	NA	50	NA	NA	NA	NA	NA	50
LOC101750637-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750638-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750639-1	1	1	0.0166987	0.00639529	NA	NA	6.71627	NA	NA	NA	NA	NA	19.7995	NA
LOC101750640-1	1	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750642-1	0	0	0.095459	0.0804192	NA	0.225056	0.0811717	0.530898	NA	0.353205	NA	0.349841	NA	0.4876
LOC101750643-1	0	0	0.00637628	0.00732501	NA	-nan	50	-nan	NA	-nan	NA	-nan	50	-nan
LOC101750644-1	0	0	1.93799	4.95855	NA	NA	0.001	0.001	NA	NA	NA	NA	NA	NA
LOC101750645-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750646-1	7	13	0.284243	0.707124	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750647-1	38	41	0.017817	0.022063	0	NA	0.001	50	-0	NA	-0	NA	0.001	50
LOC101750648-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750649-1	0	0	0.0373674	0.0663838	NA	NA	50	50	NA	NA	NA	NA	50	49.9388
LOC101750650-1	1	0	0.00297961	0.00684971	0.669154	NA	50	NA	NA	NA	NA	NA	50	NA
LOC101750651-1	0	0	0.0510416	0.034699	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750652-1	2	2	5.73445	3.79573	NA	NA	50	50	NA	NA	NA	NA	50	49.7151
LOC101750653-1	0	1	0.0214375	0	0	-nan	0.001	-nan	-0	-nan	-0	-nan	0.001	-nan
LOC101750654-1	4081	4254	1.72961	2.13083	0.693308	0.490331	0.796602	0.499744	0.796913	0.482038	0.831301	0.518179	0.783876	0.503198
LOC101750655-1	2999	2283	1.98852	1.86532	0.605884	0.835325	0.590974	0.930681	0.499161	0.886417	0.49694	0.746424	0.587419	0.922118
LOC101750656-1	35	3	0.0135892	0.00173595	NA	NA	50	NA	NA	NA	NA	NA	49.495	NA
LOC101750658-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750659-1	0	0	0.0296136	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750660-1	0	0			NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750661-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750662-1	10	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101750663-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750664-1	0	0	0.010309	0.00884634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101750665-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750667-1	0	0	0.00848325	0	NA	-nan	NA	-nan	NA	-nan	-nan	-nan	NA	-nan
LOC101750668-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750669-1	1	0	0.0494883	0.046134	1.75224	0.439011	2.7168	0.636346	2.56722	0.472395	2.62654	0.472948	2.74754	0.606178
LOC101750670-1	0	0	0.146187	0.0279966	0.184645	NA	0.171494	NA	0.163236	NA	0.163151	NA	0.148977	NA
LOC101750671-1	3	1			0.423917	NA	0.423986	50	0.350697	NA	0.342836	NA	0.306919	49.4218
LOC101750672-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750673-1	51	51			NA	0.901996	50	0.99159	NA	0.840494	NA	0.992951	50	0.845293
LOC101750674-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750675-1	0	0	0.0469479	0.04567	0.197347	1.66382	0.181702	1.8884	0.169006	1.68533	0.133064	1.7888	0.165715	1.74972
LOC101750676-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750677-1	0	0			0.433684	2.13175	0.43562	2.26327	0.344035	1.5447	0.344055	1.54602	0.348546	2.05539
LOC101750678-1	3365	2198	12.3394	10.9715	NA	0.390737	0.001	0.319778	NA	0.31033	NA	0.310256	NA	0.300511
LOC101750679-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750680-1	1	0	7.15239	7.46246	0.722066	0.809885	1.158	1.72172	1.02424	1.56784	1.02592	1.57088	1.16052	1.68478
LOC101750681-1	29	34	0	0	NA	NA	0.0358513	0.0358513	NA	NA	NA	NA	NA	NA
LOC101750682-1	0	0	0.00146678	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750683-1	0	0	0.0202335	0.0166124	0.326236	0.483403	0.318044	0.573396	0.335692	0.71207	0.338007	0.711781	0.306647	0.565512
LOC101750684-1	66	22	0.0387088	0.0170172	1.74214	NA	1.77284	0.001	1.67591	NA	1.26577	NA	1.29993	NA
LOC101750685-1	0	0	0	0	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA
LOC101750686-1	0	0	0	0.0129906	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA
LOC101750687-1	1780	2059	0.51144	0.701953	1.07693	1.15908	1.33686	2.11959	1.18861	1.74734	1.26297	1.54834	1.33233	1.86417
LOC101750688-1	1766	1138	1.14222	0.848363	0	NA	0.001	NA	-0	NA	-0	NA	0.001	NA
LOC101750690-1	6	1			0.22758	0.937199	0.523999	1.1418	0.331293	1.22139	0.331265	1.16316	0.544708	1.14724
LOC101750691-1	1	2	0.00243892	0.00560722	NA	NA	46.9064	NA	NA	NA	NA	NA	49.3933	NA
LOC101750692-1	3	0	0.277821	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101750693-1	0	0	0.204541	0.252031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101750694-1	0	0	0.0175093	0.00519487	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750695-1	0	0	0.00486624	0.0111893	NA	NA	50	NA	NA	NA	NA	NA	50	NA
LOC101750696-1	0	0	1.57523	1.0354	NA	NA	0.001	0.001	NA	NA	NA	NA	NA	NA
LOC101750697-1	2	8	0.0644431	0.0370327	NA	0	NA	0.001	NA	-0	NA	-0	NA	0.001
LOC101750698-1	0	0	0.227389	0.0879129	NA	NA	50	NA	NA	NA	NA	NA	49.6992	NA
LOC101750699-1	1	0	0	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750700-1	51	52	0.59276	0.271611	0.379155	0.37307	0.48839	0.465918	0.470461	0.462494	0.462393	0.460263	0.486693	0.45648
LOC101750701-1	0	0	0.579732	0.155774	1.55337	2.03352	1.9118	2.65502	1.90987	2.78978	1.85731	2.54192	1.92457	2.60206
LOC101750702-1	4	10	0.0114119	0.0131154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101750703-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750704-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750706-1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101750707-1	4	2	0.00261066	0.0119987	0.128811	0	0.213893	0.001	0.167433	-0	0.165663	-0	0.211244	0.001
LOC101750709-1	0	0	0.0135628	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750710-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750711-1	18	7		44.402	0.383958	0.443419	0.427066	0.525857	0.328841	0.505402	0.376937	0.497086	0.427917	0.491673
LOC101750713-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750714-1	0	0	0.00460929	0.00264932	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750715-1	0	0	0.0722772	0	NA	0.806856	NA	50	NA	NA	NA	NA	NA	49.7297
LOC101750716-1	1	1	0.0142592	0.021847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101750717-1	2	2	0.399979	0.0082307	4.65309	NA	5.02892	50	4.92674	NA	4.65066	NA	4.84659	49.7034
LOC101750718-1	0	0	0.0102096	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750719-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750720-1	0	0	0.00460973	0	NA	-nan	49.2081	-nan	NA	-nan	NA	-nan	49.7654	-nan
LOC101750721-1	20	12	0	0	NA	0.438089	50	0.490211	NA	0.559386	NA	0.558391	49.9999	0.481279
LOC101750722-1	0	0	0.0173898	0.0279782	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750723-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750724-1	1	1	0.000967396	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750725-1	2772	2672	0.778825	0.857775	0.955529	3.01554	1.02388	3.43694	0.896448	3.398	0.946491	3.30151	1.11949	3.42183
LOC101750726-1	4	0			NA	NA	50	NA	NA	NA	NA	NA	50	NA
LOC101750727-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750728-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750729-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750730-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750731-1	1	0	0	0.132213	NA	0	50	0.001	NA	-0	NA	-0	50	0.001
LOC101750733-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750734-1	0	0	0.0261746	0.0240392	NA	-nan	50	-nan	NA	-nan	NA	-nan	50	-nan
LOC101750735-1	0	0	0.209015	0.199681	NA	NA	50	NA	NA	NA	NA	NA	50	NA
LOC101750736-1	0	0	0	0.00300551	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750737-1	0	0	0.0907374	0.0822238	0.250328	NA	0.42747	NA	0.314565	NA	0.30725	NA	0.348335	NA
LOC101750738-1	1	0	0.778161	0.337341	NA	NA	50	NA	NA	NA	NA	NA	50	NA
LOC101750739-1	0	0	0.00809657	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750740-1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101750741-1	0	1	1.01521	0.453312	1.85266	0.336076	2.17142	0.363148	2.11255	0.370234	2.12929	0.369719	2.09919	0.354445
LOC101750742-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750743-1	0	0	0.000295055	0.000847455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101750744-1	21	14	0	0	0	NA	0.001	NA	-0	NA	-0	NA	0.001	NA
LOC101750745-1	0	0	0	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750746-1	0	0	0.0269495	0.015462	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA
LOC101750747-1	7	3	0.05082	0.0304261	NA	NA	NA	50	NA	NA	NA	NA	NA	50
LOC101750748-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750749-1	7	11	15.2653	25.2776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101750750-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750751-1	0	0	0.0999419	0.0215155	0.334044	0.256129	0.577451	0.587756	0.379598	0.380416	0.379418	0.379903	0.53542	0.542931
LOC101750752-1	19	3	0.0389407	0.018849	0.560763	0.550822	1.063	1.06935	0.835124	0.851955	0.826767	0.837329	1.05716	1.05828
LOC101750753-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750754-1	0	0	0.0687731	0.0684404	0	NA	0.001	0.001	-0	NA	-0	NA	0.001	NA
LOC101750756-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750757-1	0	0	0.0478861	0.0314325	NA	0.314444	NA	50	NA	NA	NA	NA	NA	50
LOC101750758-1	4	10	0.0108951	0.0177471	1.68033	NA	1.79131	40.9058	1.66601	NA	1.61233	NA	1.66038	47.0658
LOC101750759-1	0	0	0.0789957	0.137013	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA
LOC101750760-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750761-1	0	0	0.569882	0.234987	0.395893	NA	0.382865	50	0.307203	NA	0.352142	NA	0.333939	50
LOC101750762-1	0	0	0	0.00510397	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750763-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750764-1	2	0	0.117245	0.260593	0.508757	0.688202	1.26519	0.777582	0.761973	0.763885	0.761349	0.803083	1.33028	0.779748
LOC101750765-1	0	0	0.08598	0.00283964	NA	NA	50	50	NA	NA	NA	NA	50	50
LOC101750766-1	0	0	0.131379	0.112125	NA	NA	50	50	NA	NA	NA	NA	50	48.31
LOC101750767-1	191	1		0.00343549	1.17728	0.136983	1.41575	0.130845	1.29763	0.113117	1.1682	0.111618	1.3879	0.11298
LOC101750768-1	0	0	4.387	1.92426	NA	0.365765	NA	0.579112	NA	0.497009	NA	0.495199	NA	0.592439
LOC101750769-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750770-1	0	0	0.00254593	0.00337558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101750771-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750772-1	0	0	0.0368591	0.0338298	NA	NA	0.001	0.001	NA	NA	NA	NA	NA	NA
LOC101750773-1	0	0	1.44363	0.802655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101750774-1	28	25	0	0	0.233778	1.21892	0.438983	1.18071	0.328727	1.08937	0.326964	1.13649	0.414132	1.14502
LOC101750775-1	41	19	0	0	1.41398	NA	2.40211	NA	2.13299	NA	1.95853	NA	2.33139	NA
LOC101750776-1	5	3	0.0202884	0.0380933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101750779-1	0	0	0.0020585	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750780-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750782-1	0	0	0.00987221	0	NA	NA	50	50	NA	NA	NA	NA	50	49.9973
LOC101750783-1	1	0	0.00656655	0.0075474	NA	NA	50	50	NA	NA	NA	NA	50	49.6628
LOC101750784-1	0	0	0	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750785-1	13	6		2.75151	0.824466	NA	0.885495	50	0.823051	NA	0.818515	NA	0.814323	50
LOC101750786-1	1	4	0.418332	0.18002	1.46703	0	50	0.001	NA	-0	NA	-0	48.9398	0.001
LOC101750787-1	6	0	0.00887092	0.00611999	0.77564	NA	0.855124	50	0.746474	NA	0.744272	NA	0.826086	49.5888
LOC101750788-1	0	0	0.00473891	0.0163427	0	NA	0.001	50	-0	NA	-0	NA	0.001	49.999
LOC101750789-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750790-1	4	0	0.0124108	0.0402379	0.44499	0.214328	0.777955	0.301143	0.660244	0.331014	0.664548	0.329649	0.811727	0.289529
LOC101750791-1	0	0	0.320841	0.167799	NA	0.212291	0.0103124	50	NA	NA	NA	NA	NA	50
LOC101750792-1	0	0		0.00580668	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750793-1	0	0	0.657956	0.789082	4.00404	1.78997	3.89228	1.75365	3.7825	1.653	3.44195	1.54094	3.7763	1.73237
LOC101750794-1	0	0	0.00768026	0.00882112	0.28553	NA	0.580008	50	0.409306	NA	0.409212	NA	0.629717	50
LOC101750795-1	10	8	82.0187	80.6983	NA	0.0970643	0.001	0.0669613	NA	0.0919405	NA	0.0788809	NA	0.0780162
LOC101750796-1	0	0	0.0211841	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750797-1	0	0	0.0133111	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750798-1	2	0	5.07346	1.26034	1.87334	NA	2.04532	50	1.98637	NA	1.87852	NA	1.9804	50
LOC101750799-1	46	21	0.367995	0.147746	0.47726	3.00159	0.598057	50	0.738081	NA	0.728644	NA	0.584925	50
LOC101750800-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750801-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750802-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750803-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750804-1	7	3	0	0	0.199686	NA	50	50	NA	NA	NA	NA	50	50
LOC101750805-1	97	61	0	0	0.655288	NA	1.09126	50	0.928159	NA	0.925493	NA	1.06403	50
LOC101750806-1	0	0	0.0682622	0.117379	NA	NA	NA	50	NA	NA	NA	NA	NA	50
LOC101750807-1	0	0	0	0	0	-nan	0.001	-nan	-0	-nan	-0	-nan	0.001	-nan
LOC101750808-1	23	7	0	0	0.292155	NA	0.279977	NA	0.320428	NA	0.316234	NA	0.251701	NA
LOC101750809-1	0	0	0.00484054	0.0111314	0	0	0.001	0.001	-0	-0	-0	-0	0.001	0.001
LOC101750810-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750811-1	20	13	0.707754	0.476157	NA	7.45475	50	50	NA	NA	NA	NA	50	50
LOC101750812-1	0	3	0.302923	0.0837287	NA	NA	NA	0.001	NA	NA	NA	NA	NA	NA
LOC101750813-1	0	0	0.0180614	0.0517808	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750814-1	0	0	0.0399691	0.0795132	NA	NA	NA	50	NA	NA	NA	NA	NA	48.7549
LOC101750815-1	0	0	1.32407	1.2137	NA	NA	0.001	50	NA	NA	NA	NA	NA	50
LOC101750816-1	6	8	0.00629907	0.00724013	NA	0.504141	NA	1.03584	NA	0.766664	NA	0.756951	NA	0.995558
LOC101750817-1	2	0	0.0154227	0.0102576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101750818-1	0	2	1.05717	1.38933	0.744898	0.764579	0.817498	0.821773	0.616129	0.500658	0.612844	0.499441	0.830606	0.795813
LOC101750819-1	4	2	0.244708	0.206848	0.297058	2.97555	0.302696	3.16255	0.233435	2.92828	0.229797	2.4123	0.282991	2.62267
LOC101750820-1	0	0	0	0.054144	NA	NA	50	50	NA	NA	NA	NA	50	50
LOC101750821-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750822-1	0	0	0	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750823-1	0	0	0.137122	0.0215282	1.75636	0.257636	1.89195	0.52123	1.6705	0.375946	1.99221	0.37292	2.33997	0.487889
LOC101750824-1	11	3	0.0315696	0.0362578	0	0	0.001	0.001	-0	-0	-0	-0	0.001	0.001
LOC101750826-1	26	6		0.0055082	0.0903034	0	0.179806	0.001	0.132413	-0	0.132366	-0	0.181374	0.001
LOC101750827-1	0	0	0.00366604	0.0126401	0.221936	NA	0.521054	NA	0.340376	NA	0.339618	NA	0.554771	NA
LOC101750828-1	1	0	0.057493	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750829-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750830-1	0	0	0.228224		NA	NA	50	35.101	NA	NA	NA	NA	50	47.8888
LOC101750831-1	23	12	0	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750832-1	0	0	0.0633731	0.0184661	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750833-1	22	0	0.19542	0.0660899	NA	NA	50	NA	NA	NA	NA	NA	50	NA
LOC101750834-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750835-1	0	1	0.0140925	0.00809374	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750836-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750837-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750840-1	0	0			NA	0.215265	50	0.48576	NA	0.313955	NA	0.310948	49.9779	0.326252
LOC101750841-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750842-1	2074	1164			0.884014	0.765788	1.07555	0.872815	0.960896	0.850278	1.00758	0.876077	1.13948	0.929562
LOC101750843-1	0	0	0.0217448	0	0	-nan	0.001	-nan	-0	-nan	-0	-nan	0.001	-nan
LOC101750844-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
